Clothing Item Name,Item URL,Image URL,Brand Name,Price,,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt castanha de algodão elástico corte regular,https://www.ovsfashion.com/en/pt/p/t-shirt-castanha-de-algodao-elastico-corte-regular-002457690.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw1c301acb/media/products/002/457/002457690_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Bordeaux stretchy cotton women's T-shirt,https://www.ovsfashion.com/en/pt/p/bordeaux-stretchy-cotton-womens-t-shirt-002415783.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw68de9dcc/media/products/002/415/002415783_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt cinza de algodão puro com ajuste regular,https://www.ovsfashion.com/en/pt/p/t-shirt-cinza-de-algodao-puro-com-ajuste-regular-002457705.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw2eace512/media/products/002/457/002457705_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's Polo Shirt in Pure Multicolour Cotton,https://www.ovsfashion.com/en/pt/p/womens-polo-shirt-in-pure-multicolour-cotton-002447469.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw2fc9f996/media/products/002/447/002447469_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
"Camisola castanha de algodão puro, ajuste regular",https://www.ovsfashion.com/en/pt/p/camisola-castanha-de-algodao-puro-ajuste-regular-002473823.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw6a062917/media/products/002/473/002473823_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
White pure cotton regular fit jumper,https://www.ovsfashion.com/en/pt/p/white-pure-cotton-regular-fit-jumper-002461519.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwf7d10507/media/products/002/461/002461519_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt de manga comprida com riscas brancas e pretas,https://www.ovsfashion.com/en/pt/p/t-shirt-de-manga-comprida-com-riscas-brancas-e-pretas-002463787.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw0019ca49/media/products/002/463/002463787_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Black pure cotton regular fit jumper,https://www.ovsfashion.com/en/pt/p/black-pure-cotton-regular-fit-jumper-002461531.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw37638ad5/media/products/002/461/002461531_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Black viscose blend top in relaxed fit,https://www.ovsfashion.com/en/pt/p/black-viscose-blend-top-in-relaxed-fit-002447561.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd46e54c1/media/products/002/447/002447561_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola bege regular fit de algodão puro,https://www.ovsfashion.com/en/pt/p/camisola-bege-regular-fit-de-algodao-puro-002473829.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw63f73dce/media/products/002/473/002473829_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
White pure cotton regular fit t-shirt with floral print,https://www.ovsfashion.com/en/pt/p/white-pure-cotton-regular-fit-t-shirt-with-floral-print-002457842.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwaf97e891/media/products/002/457/002457842_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Brown pure cotton regular fit sweater,https://www.ovsfashion.com/en/pt/p/brown-pure-cotton-regular-fit-sweater-002461525.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw91c7e416/media/products/002/461/002461525_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola preta de corte regular em puro algodão,https://www.ovsfashion.com/en/pt/p/camisola-preta-de-corte-regular-em-puro-algodao-002473835.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwa0136fc0/media/products/002/473/002473835_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Beige pure cotton regular fit jumper,https://www.ovsfashion.com/en/pt/p/beige-pure-cotton-regular-fit-jumper-002461513.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw4239fb06/media/products/002/461/002461513_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola cinza de manga comprida em mistura de algodão,https://www.ovsfashion.com/en/pt/p/camisola-cinza-de-manga-comprida-em-mistura-de-algodao-002467325.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw77e2cebe/media/products/002/467/002467325_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's White Stretch Cotton T-Shirt,https://www.ovsfashion.com/en/pt/p/womens-white-stretch-cotton-t-shirt-002415788.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw2dd58cba/media/products/002/415/002415788_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Black pure cotton slim fit t-shirt with embroidery,https://www.ovsfashion.com/en/pt/p/black-pure-cotton-slim-fit-t-shirt-with-embroidery-002419712.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw1be57a4e/media/products/002/419/002419712_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Leggings skinny castanhos de algodão elástico,https://www.ovsfashion.com/en/pt/p/leggings-skinny-castanhos-de-algodao-elastico-002449026.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw53231713/media/products/002/449/002449026_L.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-Shirt Azul em Algodão Elástico Corte Regular,https://www.ovsfashion.com/en/pt/p/t-shirt-azul-em-algodao-elastico-corte-regular-002419786.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwae66f6b5/media/products/002/419/002419786_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt branca de algodão puro regular fit,https://www.ovsfashion.com/en/pt/p/t-shirt-branca-de-algodao-puro-regular-fit-002457695.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwf9d4384c/media/products/002/457/002457695_V1.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Slim ribbed T-shirt with long sleeves,https://www.ovsfashion.com/en/pt/p/slim-ribbed-t-shirt-with-long-sleeves-002134237.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw1537beed/media/products/002/134/002134237_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
"T-shirt de algodão puro preto, regular fit",https://www.ovsfashion.com/en/pt/p/t-shirt-de-algodao-puro-preto-regular-fit-002457700.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw5237c1d3/media/products/002/457/002457700_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Essential stretch leggings,https://www.ovsfashion.com/en/pt/p/essential-stretch-leggings-002104294.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw97149895/media/products/002/104/002104294_L.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Black pure cotton relaxed fit t-shirt with emblem,https://www.ovsfashion.com/en/pt/p/black-pure-cotton-relaxed-fit-t-shirt-with-emblem-002419445.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwa1d371a5/media/products/002/419/002419445_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt de algodão às riscas roxas,https://www.ovsfashion.com/en/pt/p/t-shirt-de-algodao-as-riscas-roxas-002463781.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw0dc5cb61/media/products/002/463/002463781_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt branca de algodão puro regular fit com estampado,https://www.ovsfashion.com/en/pt/p/t-shirt-branca-de-algodao-puro-regular-fit-com-estampado-002457848.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8550de6a/media/products/002/457/002457848_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
"White viscose blend top, regular fit",https://www.ovsfashion.com/en/pt/p/white-viscose-blend-top-regular-fit-002447567.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw0f503265/media/products/002/447/002447567_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Pure cotton multicolour relaxed fit T-shirt with emblem,https://www.ovsfashion.com/en/pt/p/pure-cotton-multicolour-relaxed-fit-t-shirt-with-emblem-002419463.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw70aba448/media/products/002/419/002419463_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Grey Stretch Cotton Regular Fit T-shirt,https://www.ovsfashion.com/en/pt/p/grey-stretch-cotton-regular-fit-t-shirt-002419781.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw84bcd402/media/products/002/419/002419781_V1.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola Cinzenta de Algodão com Manga Comprida,https://www.ovsfashion.com/en/pt/p/camisola-cinzenta-de-algodao-com-manga-comprida-002465396.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw4d2ece5a/media/products/002/465/002465396_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Relaxed-fit T-shirt in cotton,https://www.ovsfashion.com/en/pt/p/relaxed-fit-t-shirt-in-cotton-002072879.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwfbe7b39c/media/products/002/072/002072879_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
White slim fit pure cotton T-shirt with embroidery,https://www.ovsfashion.com/en/pt/p/white-slim-fit-pure-cotton-t-shirt-with-embroidery-002419702.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw187254d3/media/products/002/419/002419702_V1.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola preta de algodão puro corte regular,https://www.ovsfashion.com/en/pt/p/camisola-preta-de-algodao-puro-corte-regular-002465401.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwc2496847/media/products/002/465/002465401_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Leggings azul justo em algodão elástico,https://www.ovsfashion.com/en/pt/p/leggings-azul-justo-em-algodao-elastico-002449019.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw0efc8477/media/products/002/449/002449019_L.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Beige pure cotton T-shirt relaxed fit with emblem,https://www.ovsfashion.com/en/pt/p/beige-pure-cotton-t-shirt-relaxed-fit-with-emblem-002419457.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw3392a568/media/products/002/419/002419457_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Relaxed Fit White Pure Cotton T-Shirt with Emblem,https://www.ovsfashion.com/en/pt/p/relaxed-fit-white-pure-cotton-t-shirt-with-emblem-002419451.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9059dac9/media/products/002/419/002419451_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Leggings Skinny de Algodão Elástico Preto,https://www.ovsfashion.com/en/pt/p/leggings-skinny-de-algodao-elastico-preto-002449012.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw1ffa3a52/media/products/002/449/002449012_L.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola preta regular fit em mistura de algodão,https://www.ovsfashion.com/en/pt/p/camisola-preta-regular-fit-em-mistura-de-algodao-002467337.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw6cd21a6e/media/products/002/467/002467337_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt cinza às riscas,https://www.ovsfashion.com/en/pt/p/t-shirt-cinza-as-riscas-002463793.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9742b989/media/products/002/463/002463793_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt with round neckline and diamanté trim,https://www.ovsfashion.com/en/pt/p/t-shirt-with-round-neckline-and-diamante-trim-001928545.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw562c5657/media/products/001/928/001928545_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with granddad neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-granddad-neckline-002160232.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw34828988/media/products/002/160/002160232_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Slim fit multicolour pure cotton T-shirt,https://www.ovsfashion.com/en/pt/p/slim-fit-multicolour-pure-cotton-t-shirt-002419707.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9ad90e99/media/products/002/419/002419707_V1.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camiseta castanha em puro algodão corte regular,https://www.ovsfashion.com/en/pt/p/camiseta-castanha-em-puro-algodao-corte-regular-002465391.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw787e6959/media/products/002/465/002465391_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Thin ribbed T-shirt with V neck,https://www.ovsfashion.com/en/pt/p/thin-ribbed-t-shirt-with-v-neck-002134247.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwae934529/media/products/002/134/002134247_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
White pure cotton T-shirt relaxed fit with emblem,https://www.ovsfashion.com/en/pt/p/white-pure-cotton-t-shirt-relaxed-fit-with-emblem-002419439.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw639ee02c/media/products/002/419/002419439_V1.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with sweetheart neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-sweetheart-neckline-002145352.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8dfc8d67/media/products/002/145/002145352_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with granddad neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-granddad-neckline-002160238.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwdea0d6f7/media/products/002/160/002160238_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt with round neckline and diamanté trim,https://www.ovsfashion.com/en/pt/p/t-shirt-with-round-neckline-and-diamante-trim-001928551.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw843b873c/media/products/001/928/001928551_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Thin ribbed T-shirt with V neck,https://www.ovsfashion.com/en/pt/p/thin-ribbed-t-shirt-with-v-neck-002134253.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwc3fc7e13/media/products/002/134/002134253_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with polo neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-polo-neck-002147561.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw36597de5/media/products/002/147/002147561_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with sweetheart neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-sweetheart-neckline-002145358.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwe2ccccd6/media/products/002/145/002145358_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with sweetheart neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-sweetheart-neckline-002145346.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb2b2f17a/media/products/002/145/002145346_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with granddad neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-granddad-neckline-002111953.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8e54e5fc/media/products/002/111/002111953_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with granddad neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-granddad-neckline-002111941.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw84dcf3e4/media/products/002/111/002111941_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with polo neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-polo-neck-002147555.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw254d4d60/media/products/002/147/002147555_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with granddad neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-granddad-neckline-002111947.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw69f472ab/media/products/002/111/002111947_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with granddad neckline,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-granddad-neckline-002111935.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw78fc8e56/media/products/002/111/002111935_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola roxa de manga comprida em mistura de algodão,https://www.ovsfashion.com/en/pt/p/camisola-roxa-de-manga-comprida-em-mistura-de-algodao-002467331.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8809b1e2/media/products/002/467/002467331_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Cotton T-shirt with round neck,https://www.ovsfashion.com/en/pt/p/cotton-t-shirt-with-round-neck-002091424.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwbd5b246d/media/products/002/091/002091424_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Cotton T-shirt with round neck,https://www.ovsfashion.com/en/pt/p/cotton-t-shirt-with-round-neck-002091414.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb870b59c/media/products/002/091/002091414_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Cotton T-shirt with round neck,https://www.ovsfashion.com/en/pt/p/cotton-t-shirt-with-round-neck-002091419.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw5012f82c/media/products/002/091/002091419_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton white T-shirt regular fit with logo,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-white-t-shirt-regular-fit-with-logo-002396184.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8e7d6f50/media/products/002/396/002396184_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Sutiã rosa de algodão elástico,https://www.ovsfashion.com/en/pt/p/sutia-rosa-de-algodao-elastico-002401956.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwa1ec6350/media/products/002/401/002401956_L.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton multicolour T-shirt,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-multicolour-t-shirt-002396234.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw7ff72881/media/products/002/396/002396234_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Soutien de Algodão Elástico Castanho,https://www.ovsfashion.com/en/pt/p/soutien-de-algodao-elastico-castanho-002401952.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw99aaaaf9/media/products/002/401/002401952_L.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's white pure cotton top,https://www.ovsfashion.com/en/pt/p/womens-white-pure-cotton-top-002396265.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw91c05a67/media/products/002/396/002396265_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Brown fitted stretchy blend top,https://www.ovsfashion.com/en/pt/p/brown-fitted-stretchy-blend-top-002415858.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwe21fa7f2/media/products/002/415/002415858_V1.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with high neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-high-neck-002157001.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwe3259db5/media/products/002/157/002157001_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Multicolour pure cotton fitted T-shirt,https://www.ovsfashion.com/en/pt/p/multicolour-pure-cotton-fitted-t-shirt-002419771.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwe93be26e/media/products/002/419/002419771_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Top de chenille preto elástico regular fit,https://www.ovsfashion.com/en/pt/p/top-de-chenille-preto-elastico-regular-fit-002505497.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dweb9ef434/media/products/002/505/002505497_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton blue t-shirt with logo,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-blue-t-shirt-with-logo-002396179.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw978c35a8/media/products/002/396/002396179_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
Sleeveless Bordeaux Top,https://www.ovsfashion.com/en/pt/p/sleeveless-bordeaux-top-002415894.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb2f9d914/media/products/002/415/002415894_F.jpg?sw=900&sh=1200,OVS,"€ 13,95",,,,,,,,,,,,,,,,,,,,,,,,,
